customer_id,age,gender,region,tenure_months,credit_score,annual_income,days_since_last_login,complaints_last_year,transaction_frequency,num_products,has_current_account,has_savings_account,has_credit_card,has_mortgage,avg_transaction_value,app_usage_hours,churned
CUST10043,27,Male,Scotland,5,562,30853.823033503162,34,0,4,2,1,1,1,0,75.30444272688379,7.133533377919864,1
CUST10044,61,Female,East_of_England,50,376,42127.59842149056,66,0,28,1,1,1,1,0,75.16525802223845,6.716307343521484,0
CUST10045,42,Female,South_West,109,690,40029.926036370576,0,0,15,2,1,1,0,0,281.10926909584634,2.9835064622053142,0
CUST10046,57,Female,East_Midlands,104,552,25490.818901392686,3,0,18,3,1,1,0,1,154.8921840845254,1.932962882680689,1
CUST10047,21,Female,Yorkshire,86,479,25785.47091965892,4,0,15,2,1,0,1,0,177.34900613382672,5.338996049602562,0
CUST10048,48,Female,London,115,764,42846.27380876557,0,2,23,3,1,1,0,0,409.0031167176744,1.404183295969068,0
CUST10049,57,Male,East_of_England,60,665,30456.486900659525,1,0,27,3,1,0,1,1,135.89410281477595,6.975434479924712,0
CUST10050,74,Male,Wales,1,712,37134.06290312059,6,0,8,5,1,1,1,0,263.69474310800956,2.0884030661875035,0
CUST10051,44,Female,Yorkshire,34,533,50159.68746034985,4,0,19,3,1,1,1,0,28.650894194424243,3.380528587934146,1
CUST10052,45,Female,London,114,565,24176.18004585359,0,1,21,4,1,1,0,0,181.9967339920135,8.859725721541293,0
CUST10053,36,Male,South_West,18,508,31013.16506105427,38,0,6,1,1,1,1,1,101.90160374007942,11.149778629629093,1
CUST10054,63,Female,North_West,34,441,31421.37307448685,2,0,18,4,1,1,1,0,118.3823378354107,3.3915409095353755,1
CUST10055,68,Female,Yorkshire,97,551,17115.2180691822,1,0,20,4,1,1,0,0,94.02705314842053,3.4697946254888326,0
CUST10056,65,Male,Wales,82,481,41375.87286520543,9,0,16,4,1,1,0,0,38.77988107659235,4.944031339579244,0
CUST10057,52,Male,Yorkshire,116,737,31432.730710062722,8,0,18,2,1,1,1,0,79.31370434030718,5.592191494040254,0
CUST10058,62,Female,East_of_England,25,683,28306.824380824517,11,0,17,3,1,1,1,1,88.72725786405563,8.836804355167958,0
CUST10059,39,Female,Wales,85,757,41178.90926324753,3,3,19,3,1,1,0,1,356.71756381049374,11.568612689871758,0
CUST10060,60,Female,Scotland,65,407,39132.42576683135,12,0,10,2,1,0,1,1,65.19803034338564,3.481835928269443,0
CUST10061,64,Female,East_of_England,20,760,34559.66081550913,6,0,30,3,1,1,0,1,77.13766682348826,4.572987246748903,0
CUST10062,60,Female,Scotland,104,682,19473.679682415554,2,0,23,3,1,1,1,1,90.10277201924157,8.226474366341327,0
CUST10063,58,Male,South_West,109,470,54800.634543018314,92,0,9,2,1,0,1,0,222.17716562972453,4.613759424438084,1
CUST10064,52,Male,East_Midlands,108,698,23932.820781141578,1,0,4,4,1,0,0,0,294.05262035364694,4.758866713360588,1
CUST10065,51,Female,South_East,30,769,15000.0,83,0,19,3,1,1,1,0,133.13757809919375,8.638283893899768,1
CUST10066,56,Male,Yorkshire,84,561,25615.36764649284,30,3,24,3,1,1,1,0,218.6685785725182,7.253945014935414,0
CUST10067,54,Female,Wales,61,677,32531.05353343724,65,0,2,5,1,1,1,0,109.63074449700134,2.029736303003174,1
CUST10068,70,Male,Wales,115,643,19380.36782605146,3,1,29,2,1,1,0,0,132.2990667984449,5.86928694356471,0
CUST10069,64,Male,London,89,725,27823.175595100613,1,4,20,1,1,1,1,0,9.272330985007788,1.9260768909044936,0
CUST10070,55,Male,West_Midlands,72,725,33051.33742301527,31,0,17,2,1,1,1,0,135.151640179465,6.835294715884328,1
CUST10071,51,Male,South_East,40,646,55141.85638826486,9,0,20,3,1,0,1,0,168.97942619813102,6.583514868269573,0
CUST10072,24,Female,West_Midlands,5,686,31315.568610455368,1,0,13,2,1,1,1,1,60.41532882685764,4.2601304412569485,0
CUST10073,23,Male,West_Midlands,83,763,39555.189164958036,43,0,17,2,1,1,1,1,278.65230728844455,3.4494464279013637,1
CUST10074,29,Female,South_East,22,672,33070.72514254736,7,0,30,2,1,1,1,0,402.6365878774536,2.5458165953598764,0
CUST10075,21,Female,Scotland,81,595,22248.413460910117,66,0,18,3,1,0,0,1,39.73020389291862,3.618935871264453,0
CUST10076,38,Female,Yorkshire,47,712,76012.63066489297,39,0,15,3,1,0,1,0,47.38002385067576,4.021263374602832,1
CUST10077,25,Female,East_of_England,60,712,56778.80210273494,1,2,22,1,1,1,1,1,161.20737427428438,5.82151860413039,0
CUST10078,63,Female,South_East,15,652,24045.736874346385,7,0,28,1,1,0,1,1,120.24303085351131,5.461166068190772,1
CUST10079,34,Female,Yorkshire,72,621,35726.81572509263,0,0,18,5,1,1,1,1,108.98334923070911,2.316904008707585,0
CUST10080,74,Male,West_Midlands,46,739,36263.209153994816,1,0,13,4,1,1,1,0,43.04271061085066,3.493421720702438,0
CUST10081,19,Female,North_West,38,701,27098.920327159085,3,1,18,2,1,1,1,0,247.27607665628383,6.51952157057628,0
CUST10082,49,Male,Wales,41,769,48015.98836885947,0,0,29,2,1,1,1,0,167.10091412614014,6.072354295671864,0
CUST10083,59,Male,East_of_England,14,765,35967.03303078567,5,0,21,3,1,1,0,0,199.12656309107825,11.548594219673552,0
CUST10084,23,Male,North_West,18,482,21493.623654722018,4,0,3,1,1,1,1,1,280.6493195388403,3.6252240591511335,0
CUST10085,41,Female,Scotland,20,662,44405.37894161768,2,0,25,5,1,1,0,0,30.065729788129964,4.933874979218526,0
CUST10086,40,Female,South_West,42,752,40306.55969711841,6,5,6,4,1,1,1,1,148.6879895239264,0.26620771586501335,0
CUST10087,56,Male,East_Midlands,70,690,21374.831519079744,2,0,21,4,1,1,0,0,260.3423455550074,1.229286637321819,0
CUST10088,27,Male,Wales,76,758,21737.69458762441,35,1,16,1,1,1,1,1,26.743276059802287,2.9320386829369105,1
CUST10089,61,Male,East_of_England,61,542,31931.57929279355,0,0,21,2,1,1,1,1,86.21937773629583,3.758258747376253,0
CUST10090,48,Female,East_of_England,56,648,41714.13796939235,1,0,9,3,1,1,0,0,455.83613129060245,3.7321857199241215,0
CUST10091,25,Female,London,29,453,55783.58548532281,1,0,33,2,1,1,1,1,109.78715129762617,4.002247868086563,0
CUST10092,26,Female,West_Midlands,33,709,23279.99923313667,1,0,10,1,1,1,0,0,101.31218711240767,2.733534792318486,0
CUST10093,62,Male,South_East,75,494,20178.4034586477,87,0,26,1,1,1,1,0,56.58716173267431,10.149385119247851,0
CUST10094,31,Female,North_West,74,779,41143.93334978224,2,0,3,2,1,0,1,0,69.84599430721745,2.8658254539645736,0
CUST10095,42,Female,West_Midlands,36,699,40638.719345488644,2,0,7,3,1,1,0,1,40.29949579336969,2.796474481911413,0
CUST10096,25,Female,Scotland,16,523,40203.11188372301,0,0,28,2,1,1,1,1,84.08995716047366,1.7320840660630719,0
CUST10097,59,Female,South_East,56,688,24961.97086906525,5,0,20,4,1,1,1,0,61.06990452195812,3.700032055516363,0
CUST10098,41,Female,West_Midlands,42,712,32528.46107887551,3,0,24,2,1,1,0,1,212.77854971104944,8.66123664995507,0
CUST10099,50,Female,East_of_England,119,654,31438.68164680554,74,3,19,5,1,1,1,0,285.01134833110586,11.90918659683092,0
CUST10100,71,Female,Wales,39,695,55107.63403395264,2,1,23,4,1,1,1,1,81.11931609527011,0.8168892952218032,0
CUST10101,21,Female,Scotland,13,728,22257.26816368807,0,0,15,1,1,1,1,1,179.1157298750086,8.123718032284232,0
CUST10102,19,Male,Wales,87,784,19933.659569884014,42,0,19,3,1,1,0,0,35.39862654000193,2.2803193023265025,1
CUST10103,74,Male,South_West,55,697,37515.547915339914,15,0,23,4,1,1,0,0,300.27561499875384,1.3475112139365997,0
CUST10104,50,Male,South_East,23,645,26518.66797355413,40,7,5,5,1,1,0,1,35.332292929130546,4.363427865327432,1
CUST10105,47,Female,Scotland,88,419,47679.80327622493,1,1,6,2,1,0,0,0,152.71875151715093,5.293570893894599,1
CUST10106,42,Female,East_of_England,54,640,52310.366653608864,0,0,22,1,1,1,0,0,25.343860122886678,2.400264351033413,0
CUST10107,49,Male,East_Midlands,92,726,37108.27863036617,2,2,12,5,1,1,0,1,209.26306159991327,2.8539904665524136,0
CUST10108,28,Female,Scotland,50,634,38540.579681126685,4,0,15,1,1,1,0,0,95.12005209564451,2.271445870499364,0
CUST10109,46,Female,South_West,52,742,27428.317277586997,5,0,22,4,1,1,1,0,4.938203247915762,7.968130312689981,0
CUST10110,19,Female,South_East,62,674,31050.620699009298,2,0,24,5,1,0,0,0,123.53469486550681,4.5279297248242925,0
CUST10111,69,Female,South_East,112,644,35737.81300136032,0,5,4,4,1,1,1,0,263.2744987979989,6.1345765027888275,0
CUST10112,57,Male,Wales,21,714,36049.936873811,2,3,17,3,1,1,0,0,299.88926453148724,5.464840698535019,0
CUST10113,68,Male,Yorkshire,24,687,59343.67979241063,10,0,3,3,1,1,1,0,62.28686123965693,9.921462442151979,0
CUST10114,27,Female,London,38,647,36750.668880079866,7,2,22,1,1,0,1,0,59.55946051784921,6.449398243659311,0
CUST10115,67,Male,London,10,565,86335.91352530192,1,0,21,5,1,0,1,0,118.05776500350558,1.5845262400296067,0
CUST10116,35,Male,London,55,618,33010.68649682037,12,0,9,4,1,0,1,1,63.72666779449242,2.7243564277878045,0
CUST10117,64,Male,Scotland,18,661,45242.39718495831,75,0,22,5,1,0,1,1,102.43367279424679,11.805156391765202,0
CUST10118,46,Male,London,85,648,50265.57711679273,7,0,3,3,1,0,1,0,189.72075222365575,1.7478394658563627,0
CUST10119,54,Male,Yorkshire,111,611,39419.294156452524,6,2,15,2,1,1,0,0,302.50407610146016,5.01587467613867,0
CUST10120,63,Female,South_East,103,712,67360.252772581,1,0,17,5,1,1,1,0,240.6696878403613,9.346402341264564,0
CUST10121,71,Female,East_Midlands,99,704,46518.94273717715,8,1,8,2,1,0,1,1,31.821794223285004,0.6758359291275133,1
CUST10122,31,Female,North_West,3,758,38199.5727176159,4,0,21,4,1,0,1,0,69.52167619553825,11.958217248078814,0
CUST10123,47,Male,South_West,58,747,30294.115971171082,42,0,20,5,1,0,0,1,133.75684112367296,10.985965845834563,0
CUST10124,34,Female,Wales,70,657,59184.41216697302,45,2,28,3,1,1,1,0,190.256696934124,5.226026086720065,0
CUST10125,68,Male,East_of_England,117,631,39297.65661636222,0,0,21,3,1,0,1,0,85.0881727773766,0.8481512809270609,0
CUST10126,56,Male,East_Midlands,39,490,15000.0,38,0,14,1,1,1,0,0,110.05874543623878,3.3427870391306818,1
CUST10127,27,Male,East_of_England,80,650,27527.35115591246,3,0,17,2,1,1,1,1,84.0312058566768,6.92241798450683,0
CUST10128,23,Female,South_East,15,752,37301.77855332647,0,0,17,5,1,1,0,1,181.9059395174272,0.8845747497093484,0
CUST10129,59,Female,Yorkshire,71,673,29239.213193438634,19,0,7,1,1,1,0,0,50.185413295535696,4.368924692522514,0
CUST10130,56,Female,West_Midlands,86,718,52986.70907715286,0,1,7,4,1,1,1,0,69.43712777315211,4.049864527667829,0
CUST10131,20,Female,North_West,72,717,26780.120900919625,7,0,6,3,1,1,1,0,28.168750685327815,8.496897643712982,0
CUST10132,38,Male,Yorkshire,72,725,62778.55302513583,7,1,20,1,1,1,0,0,214.71890898741003,3.577722240804781,0
CUST10133,54,Male,South_East,32,667,24783.935700563237,5,0,5,4,1,0,1,0,170.66425268601606,5.363613775899121,0
CUST10134,20,Male,Wales,97,672,26663.532485167314,22,0,14,4,1,1,0,0,189.9411241945247,5.30910267789234,0
CUST10135,28,Male,East_of_England,66,713,33990.63732025711,1,0,23,5,1,1,1,0,298.88154525371317,4.61492545835236,0
CUST10136,68,Male,East_Midlands,47,505,33943.05979799107,41,0,13,2,1,1,1,0,214.46915298447715,9.683112169779372,0
CUST10137,19,Male,Wales,99,720,30156.418982807,9,0,14,1,1,0,0,0,145.50634452754247,3.4839860300110868,0
CUST10138,34,Female,South_East,39,670,39657.20212983212,1,2,24,1,1,1,0,0,197.0786281601537,8.872411849308106,0
CUST10139,25,Female,London,62,651,40182.01255960642,74,0,19,3,1,1,0,0,118.95694682514811,3.4908489903981317,0
CUST10140,36,Female,North_West,47,521,29416.111897408875,1,1,24,4,1,0,0,0,160.83930762920932,2.4106510823871914,1
CUST10141,31,Male,London,94,499,27938.06704719489,1,0,21,4,1,0,1,0,139.9629962589481,8.047893989631904,0
CUST10142,63,Male,South_West,50,785,30126.445025189485,1,1,16,5,1,1,1,0,66.56227558685097,4.284147932944035,0
CUST10143,57,Male,North_West,21,748,59202.56934377192,34,0,8,5,1,0,0,0,382.45161407920097,2.058031257221586,0
CUST10144,35,Male,Yorkshire,17,519,33316.25580179042,7,1,17,5,1,1,0,0,74.62960113700136,4.048270378028643,0
CUST10145,63,Male,Wales,113,688,32090.53382403381,17,0,4,5,1,1,0,1,65.40066790115782,2.771058489094689,0
CUST10146,72,Female,North_West,41,632,37592.01827147263,1,0,17,5,1,1,0,0,98.67792869966543,4.542575835047272,0
CUST10147,47,Female,Scotland,109,774,31232.10766064886,0,4,5,4,1,1,1,0,189.44841338396577,0.36569718489751524,1
CUST10148,46,Female,West_Midlands,105,664,33951.10588590296,51,0,12,2,1,0,0,0,276.9683373388207,0.7019143347531404,1
CUST10149,57,Female,East_Midlands,2,747,35835.99104188794,12,0,11,3,1,1,1,0,105.91259237143261,3.594364881081748,0
CUST10150,60,Female,South_East,18,461,28027.033057300025,8,0,19,4,1,0,1,0,41.3866024584602,7.892956097989531,0
CUST10151,57,Female,Wales,75,726,17426.319318064034,2,0,27,1,1,1,0,0,276.15794565396317,6.319455267058654,0
CUST10152,52,Male,London,43,380,41514.567997785256,0,0,30,3,1,0,1,0,22.585766922464213,2.069385104953186,0
CUST10153,20,Male,Wales,75,594,17909.401165896572,48,0,20,3,1,0,1,0,30.57038901572842,1.535726839590602,1
CUST10154,30,Female,South_West,34,498,42569.69285321052,2,3,13,5,1,1,0,1,197.5156694021436,6.001183656996567,1
CUST10155,64,Male,Wales,98,636,15000.0,1,4,14,1,1,0,1,0,99.30238330363092,1.6160611940273717,0
CUST10156,64,Male,East_Midlands,12,639,57346.323337306036,54,0,14,5,1,1,1,0,159.38720225109415,11.945709750166152,0
CUST10157,72,Male,East_Midlands,100,700,25278.438537869482,55,0,24,3,1,1,0,1,71.78337688530293,3.355369962449509,0
CUST10158,49,Male,Wales,72,726,46047.220838756344,50,3,19,5,1,1,0,0,123.19726879571425,3.0343114048939555,1
CUST10159,73,Male,East_Midlands,30,679,29312.070265520237,5,0,24,3,1,1,1,0,227.63890388734654,6.059816203983974,0
CUST10160,57,Male,Yorkshire,23,735,55718.08702219619,7,0,22,1,1,1,1,0,53.19417268165486,8.17238765678238,0
CUST10161,36,Female,South_East,102,805,30172.687831747604,1,0,23,2,1,0,1,0,104.9335964411613,3.6146182065363486,0
CUST10162,46,Male,North_West,103,704,33606.32406600132,50,0,16,5,1,1,1,0,142.41719617586583,9.378141235005494,1
CUST10163,70,Female,South_West,24,774,44779.62177988414,1,0,8,4,1,1,1,0,20.933722401319116,2.2081261096046836,0
CUST10164,48,Female,West_Midlands,113,744,56863.68929455456,1,0,22,2,1,1,1,1,206.68686755032778,7.947940303982727,0
CUST10165,73,Female,East_Midlands,76,596,26911.721573699608,4,1,9,2,1,1,0,0,161.09309159348933,1.9963209265210533,0
CUST10166,26,Male,London,21,720,38680.86500450325,10,0,17,4,1,0,0,0,194.6035165318382,9.385111344353042,0
CUST10167,61,Female,South_West,105,558,59518.87265857187,155,0,16,2,1,1,1,0,96.49813279427363,3.081388323953898,0
CUST10168,61,Male,South_West,44,805,56963.95132010109,1,3,14,5,1,1,0,1,94.61050313312172,14.26830439911333,0
CUST10169,27,Male,Yorkshire,46,750,40810.39677721552,0,0,21,2,1,0,0,0,108.08947235501552,3.471555078999018,0
CUST10170,64,Female,South_East,81,450,27190.28111411496,2,3,20,4,1,1,1,0,103.36884707421788,4.818406374782867,1
CUST10171,60,Female,East_Midlands,117,705,38789.47928888542,1,0,1,3,1,1,0,1,129.99220303862248,4.751537486932741,0
CUST10172,40,Female,Scotland,44,712,34786.21084861511,3,2,2,2,1,1,1,0,140.2626360574527,4.249270939830191,0
CUST10173,24,Female,Wales,106,742,23043.60219332322,5,0,16,5,1,1,1,0,54.320761581694846,1.2243650975781386,0
CUST10174,58,Female,Wales,46,778,35228.81344566967,1,0,28,2,1,1,1,0,173.78247331889705,4.840666469376361,0
CUST10175,63,Male,London,69,615,47186.43164801458,0,0,18,2,1,1,0,0,143.74489126148907,3.641194932378882,0
CUST10176,65,Male,South_West,56,634,26170.846048226518,9,4,18,3,1,0,0,1,129.70159192935188,5.332076004779685,1
CUST10177,25,Male,North_West,94,709,24720.908243480022,4,1,24,1,1,1,1,0,223.93890376931637,6.257788220065756,0
CUST10178,72,Female,West_Midlands,72,720,43802.3311959413,9,0,18,3,1,1,0,1,59.752429273725994,2.044757040339112,0
CUST10179,47,Male,East_of_England,35,674,35107.666357287875,0,0,22,2,1,1,0,0,70.55212505795711,2.3246162956016816,0
CUST10180,58,Female,East_Midlands,5,739,36791.79844454501,2,3,28,2,1,1,1,1,46.60478386928427,6.896801910193089,0
CUST10181,72,Female,South_West,71,608,32004.010735798838,63,0,14,4,1,0,1,0,265.1209833092288,4.540461547904399,1
CUST10182,32,Male,South_West,99,549,63199.99936483876,1,0,21,5,1,0,1,0,56.3487746082627,3.885276126591044,0
CUST10183,58,Female,East_of_England,57,667,28003.12552284881,81,4,18,5,1,1,0,0,138.4244161219193,2.556140628666457,0
CUST10184,58,Male,North_West,69,670,62015.051977088915,2,0,2,5,1,1,1,0,21.299844441022405,2.3401041373103393,0
CUST10185,27,Female,London,32,676,44007.7864142926,97,0,7,1,1,0,1,1,77.57742447106449,3.2039060288736287,0
CUST10186,68,Male,Scotland,36,815,53319.39366436369,14,0,14,1,1,1,0,1,261.74867188573523,8.276402917583374,0
CUST10187,72,Female,Wales,64,733,15000.0,77,0,8,4,1,1,0,0,117.88942537709069,2.264199980349409,0
CUST10188,74,Male,North_West,97,772,45710.440423312386,9,0,19,1,1,1,1,0,7.860649228531487,10.217456947064845,0
CUST10189,39,Male,West_Midlands,115,709,26560.76627679196,35,0,22,3,1,1,1,1,125.26760434835035,4.25459456199061,1
CUST10190,45,Female,South_East,78,705,48106.92981731887,37,0,15,5,1,1,1,0,79.96735952455958,0.728453563875822,0
CUST10191,31,Female,Yorkshire,87,727,66711.70441025529,32,0,22,4,1,1,1,0,82.9526229625953,2.7350072965096492,0
CUST10192,58,Male,Scotland,49,616,54945.64670692158,0,0,14,3,1,1,1,1,62.613013893706,4.286816307586958,0
CUST10193,44,Male,North_West,29,540,73591.41887741217,6,0,14,3,1,1,1,1,73.52879192827211,1.22229160091162,0
CUST10194,46,Female,North_West,68,741,19641.315376365805,164,3,21,1,1,1,1,1,112.47925229749757,1.6884266112640547,0
CUST10195,24,Male,Wales,49,627,48075.58095923827,13,0,22,2,1,0,1,0,131.59829633092582,3.04250908459029,0
CUST10196,32,Female,Yorkshire,4,521,50534.86982543593,18,0,13,5,1,0,0,0,190.3015952564089,14.273044767927631,0
CUST10197,50,Female,Yorkshire,75,726,17137.474671393313,1,0,25,2,1,0,1,0,29.552933665142824,1.4779160348827471,0
CUST10198,23,Male,South_West,107,745,18267.56499608747,57,3,24,4,1,1,1,0,154.66078155077284,2.9517952150831563,1
CUST10199,35,Female,East_Midlands,98,768,29978.33110953065,5,0,20,3,1,0,0,0,37.01480830794514,5.702715118849796,0
CUST10200,38,Male,South_West,112,548,65847.10971543222,3,0,19,4,1,0,0,1,133.44048523540192,4.6202254430269925,0
CUST10201,69,Male,Scotland,88,708,44942.23692526877,0,2,16,1,1,0,1,1,83.10235708642547,6.287878641526151,0
CUST10202,22,Female,South_West,42,629,31898.223439191843,5,0,18,3,1,1,0,0,219.9737237651975,0.2677834351882499,0
CUST10203,47,Male,Yorkshire,81,646,17406.470210808326,49,4,20,3,1,1,0,0,189.04350951233982,5.396421809045853,0
CUST10204,36,Female,Yorkshire,118,687,54641.738887044994,4,0,15,1,1,0,1,1,455.8517459786299,13.592003783641587,0
CUST10205,46,Female,Yorkshire,39,719,40221.361025318554,37,4,20,2,1,1,0,1,50.10579014892491,4.272119186597958,1
CUST10206,60,Male,London,32,751,46824.06426869287,89,0,19,4,1,0,1,0,162.89921218121867,3.482329597446841,1
CUST10207,58,Female,South_West,45,581,36958.44099266494,1,0,17,3,1,1,0,0,121.46932109915218,3.5583531450791597,0
CUST10208,20,Female,South_West,83,633,38576.74513358112,43,0,8,3,1,1,1,0,99.52984728960082,1.0167141867473823,0
CUST10209,26,Female,West_Midlands,58,630,28807.1523512556,47,1,18,5,1,1,1,0,10.711655697812708,5.229239814041337,0
CUST10210,23,Female,Yorkshire,29,733,29871.139869451054,0,0,22,3,1,0,1,0,69.42085316311213,6.121497755090653,0
CUST10211,74,Male,East_Midlands,40,720,17957.597479938744,86,0,19,5,1,0,1,1,92.44817637182203,1.0774054601886456,1
CUST10212,49,Female,East_of_England,113,711,52608.98508360165,1,0,25,3,1,0,1,1,45.951068718787795,1.0560135292466823,0
CUST10213,32,Male,Scotland,79,755,22180.985106390835,1,0,16,4,1,0,1,0,162.03070806217124,4.077408308042757,0
CUST10214,49,Male,London,35,679,43400.0355239173,6,0,17,2,1,0,1,1,266.4127377022567,1.1411669372825888,0
CUST10215,55,Female,London,48,683,45980.809048428666,6,0,22,3,1,0,1,0,213.526579934041,6.472477524687591,0
CUST10216,65,Male,South_East,117,695,46575.409892199874,41,0,24,4,1,1,1,1,302.8749086029048,5.5439207033732,0
CUST10217,60,Female,East_of_England,25,754,29826.203372223303,4,0,21,4,1,1,1,1,257.4384111307588,4.842155188516198,0
CUST10218,59,Male,Yorkshire,84,674,36410.19783612501,4,0,20,3,1,1,1,1,207.84614379481224,7.9875492524921174,0
CUST10219,24,Male,Scotland,4,482,41855.868868965226,133,0,35,1,1,1,0,0,187.80530368856517,1.9232935821150963,0
CUST10220,73,Female,Scotland,90,726,23358.749342223247,9,0,31,5,1,1,0,0,97.11456335162781,2.4071926138122484,0
