customer_id,age,gender,region,tenure_months,credit_score,annual_income,num_products,products_held,has_current_account,has_savings_account,has_credit_card,has_mortgage,avg_transaction_value,transaction_frequency,complaints_last_year,days_since_last_login,app_usage_hours,churned,churn_reason
CUST10075,59,Female,South East,154,850,25356.651652790082,4,"Credit Card,Insurance,Mortgage,Business Account",0,0,1,1,233.21509081421198,15,0,15.03103623922824,6.098511037094639,0,N/A
CUST10076,65,Male,London,199,576,18709.55540520973,3,"Insurance,Credit Card,Personal Loan",0,0,1,0,212.9616624169209,11,0,15.360992016207987,12.471296183037289,0,N/A
CUST10077,59,Female,Yorkshire,36,608,63917.70364283449,3,"Business Account,Current Account,Savings Account",1,1,0,0,375.5796577671086,8,1,5.449943065820274,6.554302109389124,0,N/A
CUST10078,19,Female,West Midlands,209,494,15000.0,3,"Credit Card,Current Account,Mortgage",1,0,1,1,73.45773472952504,22,0,11.970233156917613,0.2606282582040861,0,N/A
CUST10079,82,Female,South West,198,600,39975.600450710415,2,"Current Account,Personal Loan",1,0,0,0,97.39519825444773,16,0,7.106402783582549,0.9148857215709907,0,N/A
CUST10080,79,Male,South West,55,530,36205.435708331956,5,"Credit Card,Personal Loan,Savings Account,Current Account,Investment",1,1,1,0,225.0316239437088,14,0,12.764699394078022,2.916757644769257,0,N/A
CUST10081,83,Male,East of England,164,595,124547.04785604414,3,"Current Account,Savings Account,Business Account",1,1,0,0,98.1329703972522,18,0,6.596751005367267,4.352190897235829,0,N/A
CUST10082,37,Male,London,134,702,47574.698550398425,3,"Current Account,Investment,Mortgage",1,0,0,1,37.40384355084145,19,1,13.05807124058765,2.5994040962908898,0,N/A
CUST10083,33,Male,North West,103,608,45182.67902080159,2,"Savings Account,Personal Loan",0,1,0,0,279.35658921857066,14,1,10.328883641228272,0.5148086016884358,0,N/A
CUST10084,72,Male,North West,230,850,27636.089161205375,3,"Credit Card,Mortgage,Insurance",0,0,1,1,166.90343271023286,22,0,24.77425968626351,1.3804446816167415,0,N/A
CUST10085,69,Female,South East,42,645,45822.14325771933,4,"Business Account,Savings Account,Personal Loan,Investment",0,1,0,0,141.84037876821384,17,0,14.766575388723794,9.938334344602055,0,N/A
CUST10086,49,Female,North West,8,806,62726.186898194326,2,"Business Account,Savings Account",0,1,0,0,189.39601940081542,13,0,35.80232399463301,2.489665872755816,0,N/A
CUST10087,25,Male,London,224,769,49195.89924814685,2,"Business Account,Investment",0,0,0,0,299.7808243531494,13,0,16.113312553729447,2.1200919624685426,0,N/A
CUST10088,49,Female,Yorkshire,124,612,30258.23431655291,4,"Investment,Savings Account,Current Account,Insurance",1,1,0,0,60.0789953339624,17,0,60.32070767560391,3.49259114735931,0,N/A
CUST10089,49,Male,East of England,12,622,105289.95272711646,2,"Investment,Mortgage",0,0,0,1,204.24068231406147,19,0,8.906403952478918,2.0239911574964355,0,N/A
CUST10090,69,Female,London,151,740,22317.47261571775,3,"Investment,Credit Card,Business Account",0,0,1,0,19.937125384596225,17,0,49.32228150214905,2.463454398902442,0,N/A
CUST10091,22,Female,South East,227,697,43020.52380198136,2,"Current Account,Insurance",1,0,0,0,221.94808691507853,15,0,33.63026749787975,9.346402341264564,0,N/A
CUST10092,51,Female,West Midlands,144,658,34439.830794605594,3,"Savings Account,Current Account,Credit Card",1,1,1,0,284.5775882983706,18,1,13.93601198911863,2.962583591390799,0,N/A
CUST10093,20,Male,South West,55,531,101798.61606076648,3,"Insurance,Investment,Current Account",1,0,0,0,282.2996537554231,7,0,10.226856807218368,8.905584999599713,0,N/A
CUST10094,65,Male,London,113,585,26392.3129323292,1,Credit Card,0,0,1,0,36.166998676099276,18,0,13.937626198971955,1.1826388476085525,0,N/A
CUST10095,26,Female,London,61,648,38965.93661989527,2,"Credit Card,Savings Account",0,1,1,0,85.0881727773766,14,0,58.40488360562625,0.8481512809270609,0,N/A
CUST10096,52,Male,East Midlands,70,685,20974.628525341854,2,"Business Account,Savings Account",0,1,0,0,214.8147562998577,8,0,12.673237925914545,9.513516685374107,0,N/A
CUST10097,61,Male,East of England,107,755,100373.4138920686,2,"Investment,Savings Account",0,1,0,0,260.03807974073595,17,1,64.23612905838237,2.2307041233028913,0,N/A
CUST10098,54,Female,South East,131,594,21332.411939380927,2,"Personal Loan,Credit Card",0,0,1,0,74.93369471210515,19,0,48.342223283101745,11.947753362531806,0,N/A
CUST10099,82,Male,London,22,629,33831.65433426286,4,"Credit Card,Investment,Current Account,Business Account",1,0,1,0,359.08360166743824,24,0,1.0670994701689867,3.380031390865137,0,N/A
CUST10100,32,Male,East of England,214,613,46896.94203353227,3,"Savings Account,Current Account,Insurance",1,1,0,0,231.48570267392094,13,0,12.129415414542501,3.9204632281420446,0,N/A
CUST10101,25,Male,Yorkshire,164,768,47494.6243246774,2,"Current Account,Business Account",1,0,0,0,131.6858630596591,18,0,10.022875563967478,7.569479802464088,0,N/A
CUST10102,25,Female,West Midlands,107,850,21295.126929556922,1,Credit Card,0,0,1,0,144.47606006235662,27,0,26.8331825828243,4.994762848509851,0,N/A
CUST10103,44,Female,London,196,569,48933.678964677005,4,"Mortgage,Credit Card,Investment,Insurance",0,0,1,1,142.0309279839212,16,0,15.632771081697285,10.029972864804773,0,N/A
CUST10104,45,Female,London,213,610,22897.77235532915,3,"Credit Card,Investment,Business Account",0,0,1,0,214.46915298447715,18,1,1.632199447365804,9.683112169779372,0,N/A
CUST10105,56,Male,West Midlands,1,736,30060.18896380702,2,"Current Account,Savings Account",1,1,0,0,75.83071890433521,12,1,32.06562686827402,3.576257432697602,1,Technical Issues
CUST10106,76,Male,North West,38,664,62962.765282144355,2,"Current Account,Credit Card",1,0,1,0,80.00138711627463,25,0,57.330795692279416,3.881248763582406,0,N/A
CUST10107,80,Female,West Midlands,121,572,103325.80716073132,2,"Personal Loan,Investment",0,0,0,0,22.0708710329303,11,0,53.639247243823576,6.114919632937549,0,N/A
CUST10108,72,Female,Yorkshire,176,487,28341.169938653566,3,"Business Account,Mortgage,Credit Card",0,0,1,1,405.5745579983855,10,0,51.076154615686775,7.600932404297933,0,N/A
CUST10109,25,Female,North West,76,797,30454.634520956064,3,"Business Account,Savings Account,Investment",0,1,0,0,112.15831996358473,13,0,17.363711938048276,8.060750095727101,0,N/A
CUST10110,83,Male,North West,105,587,16741.04117491809,4,"Personal Loan,Savings Account,Current Account,Business Account",1,1,0,0,220.48787439850102,10,0,15.68789846425429,4.867696394568835,1,Poor Customer Service
CUST10111,63,Male,Yorkshire,148,619,15000.0,3,"Insurance,Current Account,Investment",1,0,0,0,83.13175467284069,7,0,4.417118897413259,1.161593274136691,0,N/A
CUST10112,81,Female,Northern Ireland,77,579,17037.001280297285,3,"Business Account,Personal Loan,Investment",0,0,0,0,224.0098862104339,20,2,26.234093701342424,3.607964523566178,0,N/A
CUST10113,35,Male,South East,127,561,31149.68543146658,3,"Mortgage,Current Account,Personal Loan",1,0,0,1,112.71694295194409,13,1,15.949274065561056,4.419659450443443,0,N/A
CUST10114,44,Female,South West,131,681,93945.28398391977,3,"Savings Account,Investment,Business Account",0,1,0,0,107.83094643245244,22,0,25.127824425034202,2.1455650134862587,0,N/A
CUST10115,70,Female,South West,108,557,15000.0,3,"Savings Account,Personal Loan,Current Account",1,1,0,0,93.36064750763994,14,0,0.9162395281269292,4.961658348239818,0,N/A
CUST10116,77,Male,London,239,693,70486.1206350217,2,"Credit Card,Business Account",0,0,1,0,135.66547503177406,14,0,78.52906387210263,9.345273412948199,0,N/A
CUST10117,43,Male,London,192,489,23158.243077733554,2,"Savings Account,Personal Loan",0,1,0,0,46.07180518771806,10,1,35.05547102752768,4.051568353818017,0,N/A
CUST10118,34,Male,South East,68,668,20127.725671417404,3,"Credit Card,Personal Loan,Investment",0,0,1,0,197.5156694021436,10,0,18.163038460391917,6.001183656996567,0,N/A
CUST10119,80,Male,North West,111,396,31476.543261722203,5,"Current Account,Personal Loan,Business Account,Credit Card,Mortgage",1,0,1,1,155.44246975049194,15,0,42.28637843317074,7.7960671568909,0,N/A
CUST10120,28,Male,North West,149,582,37715.866502117715,3,"Personal Loan,Savings Account,Insurance",0,1,0,0,80.8517322772732,21,1,14.410632425607284,4.047257185599931,0,N/A
CUST10121,44,Female,North West,209,639,58546.527468787186,3,"Insurance,Savings Account,Mortgage",0,1,0,1,337.02421879061376,2,2,46.99123176140646,12.382911229104785,0,N/A
CUST10122,39,Female,East Midlands,54,609,24995.746774310657,2,"Investment,Savings Account",0,1,0,0,73.6080788195045,21,0,111.60809672571686,7.615799485023316,0,N/A
CUST10123,42,Female,London,141,668,39050.82799073115,3,"Personal Loan,Credit Card,Mortgage",0,0,1,1,104.66688692937318,12,0,16.931539504179,1.9373981518987056,0,N/A
CUST10124,83,Male,North West,234,632,37845.08325600065,1,Savings Account,0,1,0,0,25.016198702048293,14,0,53.3128413648578,2.157949886466273,0,N/A
CUST10125,70,Male,London,19,579,48620.19385399173,3,"Current Account,Credit Card,Personal Loan",1,0,1,0,112.21825150258223,12,0,28.03195722539067,8.766720237545586,0,N/A
CUST10126,21,Male,Yorkshire,210,466,35809.12639745321,2,"Savings Account,Current Account",1,1,0,0,80.81234280470672,17,1,18.002726543562858,4.677986882792498,1,Moving Abroad
CUST10127,61,Female,South East,139,515,24109.737177455412,4,"Personal Loan,Savings Account,Mortgage,Current Account",1,1,0,1,253.203098465061,16,1,32.23227289319976,2.3706518808024537,0,N/A
CUST10128,72,Male,London,149,669,37578.423239702155,3,"Credit Card,Mortgage,Investment",0,0,1,1,133.7822379553176,16,0,17.726566943341723,4.836495928879931,0,N/A
CUST10129,30,Male,Yorkshire,31,712,20549.326406396427,3,"Mortgage,Credit Card,Personal Loan",0,0,1,1,100.38468205550924,18,1,31.719368522307718,5.4596922319981,0,N/A
CUST10130,71,Female,London,235,750,47032.70159039142,3,"Personal Loan,Business Account,Insurance",0,0,0,0,55.07900767847499,8,0,11.656196466091775,4.5024297132276105,0,N/A
CUST10131,29,Female,London,171,652,47741.65458702091,3,"Current Account,Insurance,Personal Loan",1,0,0,0,257.2846680734266,15,0,13.168890700321477,2.2407076846897644,0,N/A
CUST10132,50,Female,London,57,666,37251.36438521787,4,"Personal Loan,Insurance,Current Account,Savings Account",1,1,0,0,201.771406609581,11,0,56.41291243823382,6.755720381908556,0,N/A
CUST10133,21,Female,Scotland,133,652,40755.678263835056,5,"Personal Loan,Current Account,Investment,Business Account,Savings Account",1,1,0,0,106.11987283974277,15,1,10.46583474521168,2.4011501349307234,0,N/A
CUST10134,82,Male,Scotland,216,748,34962.26053106833,3,"Personal Loan,Mortgage,Business Account",0,0,0,1,46.42324869918252,19,0,6.586042695401016,3.683717278188677,0,N/A
CUST10135,63,Male,London,222,507,31782.58684765967,1,Credit Card,0,0,1,0,173.5718189526363,22,0,19.440228039353258,5.482791815015293,0,N/A
CUST10136,35,Female,London,118,692,36664.852906913904,3,"Insurance,Savings Account,Business Account",0,1,0,0,116.95941944436548,13,2,46.64900078542407,1.3042185779620339,0,N/A
CUST10137,45,Male,West Midlands,216,738,28968.22543385026,3,"Personal Loan,Business Account,Credit Card",0,0,1,0,110.68958830910812,19,1,93.27690626149985,1.9365956054406108,0,N/A
CUST10138,84,Male,East Midlands,163,463,60099.50263820726,3,"Personal Loan,Investment,Current Account",1,0,0,0,168.63211588975244,21,2,44.62866273475575,0.8651133687026276,0,N/A
CUST10139,58,Female,South West,139,704,135552.05588863738,3,"Savings Account,Insurance,Credit Card",0,1,1,0,56.60871865911811,18,1,11.574705268115506,1.1790214965602868,0,N/A
CUST10140,45,Female,South East,122,639,60899.58433160626,1,Personal Loan,0,0,0,0,233.87761436367188,14,0,12.638878038808874,7.06141266437719,0,N/A
CUST10141,58,Male,North West,54,576,21772.483883434455,2,"Current Account,Business Account",1,0,0,0,202.9934177643043,16,1,7.828812033349058,1.4499857139687047,0,N/A
CUST10142,56,Male,East Midlands,54,614,21610.085942181453,3,"Insurance,Investment,Savings Account",0,1,0,0,138.35160494423513,11,0,15.035451382092704,0.68702130745557,0,N/A
CUST10143,80,Female,South East,233,703,56603.59131293434,3,"Personal Loan,Savings Account,Insurance",0,1,0,0,221.83467685539927,15,0,11.177732725404557,3.93171184168958,0,N/A
CUST10144,64,Male,South West,81,779,15000.0,2,"Business Account,Personal Loan",0,0,0,0,90.19851577916705,17,0,26.406855282395963,5.211290553325619,0,N/A
CUST10145,82,Male,North West,232,668,40739.89994944239,3,"Investment,Personal Loan,Current Account",1,0,0,0,29.14746117024309,17,3,12.687353373636165,8.375667478094233,0,N/A
CUST10146,22,Male,West Midlands,97,587,78187.40521718097,1,Savings Account,0,1,0,0,68.49754627560684,13,0,9.607255331455917,7.956499512458236,0,N/A
CUST10147,31,Female,Yorkshire,221,647,31772.99336823552,5,"Savings Account,Insurance,Business Account,Personal Loan,Current Account",1,1,0,0,136.2733674179918,14,0,14.508994578636408,1.8108384252316183,0,N/A
CUST10148,19,Male,West Midlands,22,577,39672.37719923092,1,Insurance,0,0,0,0,117.09892824020811,12,0,2.304520277697822,4.795180940199154,0,N/A
CUST10149,65,Female,South West,59,636,21949.73319439684,3,"Mortgage,Credit Card,Savings Account",0,1,1,1,30.81549949942011,17,0,11.965987466954006,10.697882218173637,0,N/A
CUST10150,49,Female,Wales,145,647,33283.693489996,1,Current Account,1,0,0,0,158.22207313141607,15,0,111.78562449613267,4.809259866659055,0,N/A
CUST10151,57,Female,Yorkshire,111,552,15000.0,2,"Personal Loan,Mortgage",0,0,0,1,351.88436563204243,10,0,13.662091618787274,11.979518316404615,0,N/A
CUST10152,25,Male,South East,73,757,118413.2906578092,2,"Current Account,Mortgage",1,0,0,1,221.02273561980508,23,0,33.446865612079684,3.355584812989758,0,N/A
CUST10153,35,Female,South East,139,689,18827.413865058636,3,"Credit Card,Insurance,Savings Account",0,1,1,0,84.55481050743471,12,0,11.028497418291305,4.068778618555418,0,N/A
CUST10154,38,Female,East Midlands,47,785,32223.0770286053,1,Savings Account,0,1,0,0,115.18683910569567,16,1,13.357486519134074,7.224002684831888,0,N/A
CUST10155,75,Female,East of England,213,756,15000.0,3,"Insurance,Investment,Personal Loan",0,0,0,0,164.06410622127578,18,0,18.293716928252863,3.2344608559891928,0,N/A
CUST10156,40,Male,East Midlands,85,796,39360.80248506016,2,"Investment,Personal Loan",0,0,0,0,12.793862940701464,7,0,20.647100020383288,6.209954105875909,0,N/A
CUST10157,32,Female,South West,107,799,28237.94398724413,4,"Mortgage,Savings Account,Investment,Insurance",0,1,0,1,59.62253988767097,11,0,0.44780554717527254,12.5471942801563,0,N/A
CUST10158,43,Female,London,26,759,51946.84217572167,5,"Investment,Current Account,Savings Account,Mortgage,Credit Card",1,1,1,1,184.57684873044985,16,0,33.08016411323979,10.127402965361474,0,N/A
